"Point","X","Y","Z"
"668","469.6818","99.8652","0"
"669","466.5101","113.8789","0"
"670","462.9192","127.7911","0"
"671","458.9122","141.5892","0"
"672","454.488","155.2594","0"
"673","449.6524","168.7894","0"
"674","444.4116","182.1676","0"
"675","438.7725","195.3829","0"
"676","432.7387","208.4227","0"
"677","426.3156","221.2753","0"
"678","419.5093","233.9292","0"
"679","412.3223","246.3709","0"
"680","404.7656","258.5914","0"
"681","396.8465","270.5803","0"
"682","388.5723","282.3268","0"
"683","379.9507","293.8208","0"
"684","370.9897","305.0521","0"
"685","361.6974","316.0109","0"
"686","352.0822","326.6877","0"
"687","342.1529","337.0728","0"
"688","331.9182","347.1573","0"
"689","321.3873","356.932","0"
"690","310.5695","366.3883","0"
"691","299.4733","375.5164","0"
"692","288.1081","384.3073","0"
"693","276.4853","392.7545","0"
"694","264.6151","400.8504","0"
"695","252.5079","408.5873","0"
"696","240.1744","415.9579","0"
"697","227.6254","422.9554","0"
"698","214.872","429.5732","0"
"699","201.9256","435.8049","0"
"700","188.7978","441.6448","0"
"701","175.5003","447.0874","0"
"702","162.0435","452.1236","0"
"703","148.4407","456.7507","0"
"704","134.7046","460.9656","0"
"705","120.8482","464.766","0"
"706","106.8839","468.1487","0"
"707","92.8244","471.1109","0"
"708","78.6825","473.6507","0"
"709","64.4709","475.7666","0"
"710","50.2024","477.4568","0"
"711","35.8898","478.7208","0"
"712","21.5462","479.5606","0"
"713","7.1841","479.9791","0"
"714","-7.1841","479.9784","0"
"715","-21.5461","479.5587","0"
"716","-35.8896","478.7171","0"
"717","-50.202","477.4522","0"
"718","-64.4705","475.7633","0"
"719","-78.6825","473.6502","0"
"720","-92.825","471.1138","0"
"721","-106.8848","468.1525","0"
"722","-120.8487","464.7679","0"
"723","-134.7045","460.9653","0"
"724","-148.4398","456.7481","0"
"725","-162.0422","452.1201","0"
"726","-175.4995","447.0855","0"
"727","-188.7978","441.6448","0"
"728","-201.9256","435.8049","0"
"729","-214.872","429.5732","0"
"730","-227.6254","422.9554","0"
"731","-240.1744","415.9579","0"
"732","-252.5079","408.5873","0"
"733","-264.6151","400.8504","0"
"734","-276.4853","392.7545","0"
"735","-288.1081","384.3073","0"
"736","-299.4733","375.5164","0"
"737","-310.5695","366.3883","0"
"738","-321.3873","356.932","0"
"739","-331.9182","347.1573","0"
"740","-342.1529","337.0728","0"
"741","-352.0822","326.6877","0"
"742","-361.6974","316.0109","0"
"743","-370.9897","305.0521","0"
"744","-379.9507","293.8208","0"
"745","-388.5723","282.3268","0"
"746","-396.8465","270.5803","0"
"747","-404.7656","258.5914","0"
"748","-412.3223","246.3709","0"
"749","-419.5093","233.9292","0"
"750","-426.3156","221.2753","0"
"751","-432.7387","208.4227","0"
"752","-438.7725","195.3829","0"
"753","-444.4116","182.1676","0"
"754","-449.6505","168.7887","0"
"755","-454.485","155.2583","0"
"756","-458.9093","141.5883","0"
"757","-462.9207","127.7915","0"
"758","-466.5143","113.8799","0"
"759","-469.6841","99.8657","0"
"760","-472.4327","85.7628","0"
"761","-474.7584","71.5841","0"
"762","-476.6601","57.3424","0"
"763","-478.1375","43.0504","0"
"764","-479.1917","28.721","0"
"765","-479.824","14.3667","0"
"766","-480.0365","0","0"
"767","-479.8265","-14.3668","0"
"768","-479.1953","-28.7212","0"
"769","-478.1409","-43.0507","0"
"770","-476.6624","-57.3427","0"
"771","-474.7594","-71.5843","0"
"772","-472.4322","-85.7627","0"
"773","-469.6818","-99.8652","0"
"774","-466.5101","-113.8789","0"
"775","-462.9192","-127.7911","0"
"776","-458.9122","-141.5892","0"
"777","-454.488","-155.2594","0"
